"Teilnehmer,""Startzeit"",""Endzeit"",""Quelle"",""Wie viele Jahre Berufserfahrung besitzt du in der Softwareentwicklung? (Weniger als 2 Jahre)"",""Wie viele Jahre Berufserfahrung besitzt du in der Softwareentwicklung? (2 bis 5 Jahre)"",""Wie viele Jahre Berufserfahrung besitzt du in der Softwareentwicklung? (Mehr als 5 Jahre)"",""Seit wann nutzt du GitHub Copilot (ChatGPT)?"",""Wie häufig nutzt du GitHub Copilot (ChatGPT) in deiner Arbeit?"",""Wie bewertest du insgesamt den Einsatz von KI-Coding-Assistenten wie GitHub Copilot? (Eigene Kriterien) "",""Für welche Aufgaben setzt du es hauptsächlich ein? (Code schreiben)"",""Für welche Aufgaben setzt du es hauptsächlich ein? (Debugging (Fehlermeldungen interpretieren))"",""Für welche Aufgaben setzt du es hauptsächlich ein? (Tests erstellen)"",""Für welche Aufgaben setzt du es hauptsächlich ein? (Dokumentation)"",""Für welche Aufgaben setzt du es hauptsächlich ein? (Boilerplate-Code erzeugen)"",""Für welche Aufgaben setzt du es hauptsächlich ein? (Planung)"",""Für welche Aufgaben setzt du es hauptsächlich ein? (Freitext)"",""Wahrnehmung von Copilot im Arbeitsalltag (Copilot/ChatGPT hilft mir, Routineaufgaben schneller zu erledigen.) (Eigene Kriterien) "",""Wahrnehmung von Copilot im Arbeitsalltag (Durch Copilot/ChatGPT kann ich mich auf kreativere Teile der Arbeit konzentrieren.) (Eigene Kriterien) "",""Wahrnehmung von Copilot im Arbeitsalltag (Seit Nutzung von Copilot/ChatGPT hat sich die Qualität meines Codes verbessert.) (Eigene Kriterien) "",""Wahrnehmung von Copilot im Arbeitsalltag (Ich muss aufpassen, dass Copilot/ChatGPT keine fehlerhaften Lösungen produziert.) (Eigene Kriterien) "",""Wahrnehmung von Copilot im Arbeitsalltag (Ohne Copilot/ChatGPT würde mir etwas fehlen.) (Eigene Kriterien) "",""Wahrnehmung von Copilot im Arbeitsalltag (Ich bin mit Copilot/ChatGPT produktiver.) (Eigene Kriterien) "",""Wahrnehmung von Copilot im Arbeitsalltag (Ich empfinde beim Codieren mit Copilot/ChatGPT weniger Frustration.) (Eigene Kriterien) "",""Wahrnehmung von Copilot im Arbeitsalltag (Durch Copilot/ChatGPT fühle ich mich wohler in meinem Beruf.) (Eigene Kriterien) "",""Wahrnehmung von Copilot im Arbeitsalltag (Copilot/ChatGPT hilft mir, schneller in den „Flow“-Zustand zu kommen.) (Eigene Kriterien) "",""Wahrnehmung von Copilot im Arbeitsalltag (Ich verbringe weniger Zeit mit dem Suchen nach Lösungen oder Dokumentation.) (Eigene Kriterien) "",""Wahrnehmung von Copilot im Arbeitsalltag (Ich bin mit Copilot/ChatGPT effizienter.) (Eigene Kriterien) "",""Wahrnehmung von Copilot im Arbeitsalltag (Würdest du sagen, dass Kolleg:innen mit Copilot/ChatGPT bessere Ergebnisse erzielen als solche ohne?) (Eigene Kriterien) "",""In welchen Situationen ist Copilot (ChatGPT) am besonders hilfreich? (Bei Boilerplate )"",""In welchen Situationen ist Copilot (ChatGPT) am besonders hilfreich? (Beim Refactoring)"",""In welchen Situationen ist Copilot (ChatGPT) am besonders hilfreich? (Beim Lernen neuer Technologien)"",""In welchen Situationen ist Copilot (ChatGPT) am besonders hilfreich? (Bei Dokumentation)"",""In welchen Situationen ist Copilot (ChatGPT) am besonders hilfreich? (Beim Unit-Testen)"",""In welchen Situationen ist Copilot (ChatGPT) am besonders hilfreich? (Freitext)"",""Wie zuverlässig findest du den vorgeschlagenen Code allgemein? (Schulnoten) "",""Wie oft musst du Vorschläge nachbearbeiten? (Eigene Kriterien) "",""Gab es fehlerhaften oder riskanten Code durch Copilot? (Eigene Kriterien) "",""Verzichtest du bewusst in bestimmten Fällen auf Copilot? Wenn ja, in welchen Fällen?"",""In welchen Fällen?"",""Würdest du Copilot im professionellen Umfeld empfehlen? (Eigene Kriterien) "",""Wie würdest du den Umgang einschränken? z.B. keine Tests? keine Dokumentation?"",""Welche der folgenden Aspekte stellen für dich (potenzielle) Risiken oder Hürden bei der Nutzung von GitHub Copilot/ChatGPT dar? (Datenschutzbedenken)"",""Welche der folgenden Aspekte stellen für dich (potenzielle) Risiken oder Hürden bei der Nutzung von GitHub Copilot/ChatGPT dar? (Rechtliche Unsicherheit)"",""Welche der folgenden Aspekte stellen für dich (potenzielle) Risiken oder Hürden bei der Nutzung von GitHub Copilot/ChatGPT dar? (Mangelndes Vertrauen in die Qualität der Vorschläge)"",""Welche der folgenden Aspekte stellen für dich (potenzielle) Risiken oder Hürden bei der Nutzung von GitHub Copilot/ChatGPT dar? (Unternehmensrichtlinien verbieten/erschweren Nutzung)"",""Welche der folgenden Aspekte stellen für dich (potenzielle) Risiken oder Hürden bei der Nutzung von GitHub Copilot/ChatGPT dar? (Übermäßige Abhängigkeit von KI)"",""Welche der folgenden Aspekte stellen für dich (potenzielle) Risiken oder Hürden bei der Nutzung von GitHub Copilot/ChatGPT dar? (Verlust eigener Programmierfähigkeiten)"",""Welche der folgenden Aspekte stellen für dich (potenzielle) Risiken oder Hürden bei der Nutzung von GitHub Copilot/ChatGPT dar? (Keine Bedenken)"",""Welche der folgenden Aspekte stellen für dich (potenzielle) Risiken oder Hürden bei der Nutzung von GitHub Copilot/ChatGPT dar? (Freitext)"",""Welche Vorteile siehst du persönlich im Einsatz von GitHub Copilot/ChatGPT?"",""Welche Nachteile oder Probleme hast du bei der Nutzung von Copilot/ChatGPT erlebt?""";;;;;;;;
"1,""12.06.2025 09:16:55"",""12.06.2025 09:20:22"",""Direkter Link"",""0"",""0"",""1"",""> 2 Jahr"",""Täglich"",""Eher positiv"",""1"",""1"",""0"",""0"",""0"",""0"","""",""Stimme voll zu"",""Stimme eher zu"",""Weder noch / teils-teils"",""Stimme eher zu"",""Stimme eher zu"",""Stimme eher zu"",""Stimme voll zu"",""Stimme voll zu"",""Stimme eher zu"",""Stimme eher zu"",""Stimme voll zu"",""Weder noch / teils-teils"",""0"",""1"",""1"",""0"",""0"","""",""gut"",""Häufig"",""Selten"",""Ja"",""Wenn interne Strukturen/Kundendaten preisgegeben werden müssten"",""Ja, mit eingeschränkten Bedingungen"",""Wenn interne Strukturen/Kundendaten preisgegeben werden müssten"",""1"",""0"",""0"",""1"",""0"",""0"",""0"","""",""Interpretation von Fehlern ist einfacher";;;;;;;;
;;;;;;;;
"Nervige/repetitive Aufgaben erleichtern"",""Wenn interne Strukturen/Kundendaten preisgegeben werden müssten""";;;;;;;;
"2,""12.06.2025 09:16:47"",""12.06.2025 09:21:17"",""Direkter Link"",""0"",""0"",""1"",""> 6 Monate"",""Gelegentlich"",""Eher negativ"",""0"",""0"",""1"",""0"",""1"",""0"","""",""Weder noch / teils-teils"",""Stimme eher nicht zu"",""Stimme gar nicht zu"",""Stimme voll zu"",""Stimme gar nicht zu"",""Stimme gar nicht zu"",""Stimme gar nicht zu"",""Weder noch / teils-teils"",""Stimme gar nicht zu"",""Stimme gar nicht zu"",""Stimme gar nicht zu"",""Stimme gar nicht zu"",""0"",""0"",""0"",""0"",""0"",""Beim Reverse-Engineering von Standardalgorithmen in dekompiliertem Code"",""ausreichend"",""Häufig"",""Häufig"",""Ja"",""Code, welcher Wartbar und Verständlich sein soll"",""Nein"",""Keinen Code committen, welchen man nicht zu 100 Prozent verstanden und erklären kann"",""0"",""0"",""1"",""0"",""1"",""0"",""0"","""",""Rubber-Duck Debugging mit einem etwas besseren Gesprächspartner"",""Halluzinationen!";;;;;;;;
;;;;;;;;
"Mangelndes Verständnis/Übermäßige Abhängigkeit von KI Tools bei Junior Devs""";;;;;;;;
"3,""12.06.2025 09:18:08"",""12.06.2025 09:21:37"",""Direkter Link"",""0"",""1"",""0"",""> 1 Jahr"",""Täglich"",""Sehr positiv"",""1"",""1"",""1"",""0"",""0"",""0"","""",""Stimme voll zu"",""Stimme voll zu"",""Weder noch / teils-teils"",""Stimme eher zu"",""Stimme voll zu"",""Stimme voll zu"",""Stimme eher zu"",""Stimme voll zu"",""Stimme voll zu"",""Stimme voll zu"",""Stimme voll zu"",""Weder noch / teils-teils"",""0"",""1"",""1"",""0"",""0"","""",""gut"",""Häufig"",""Selten"",""Nein"",""übersprungen"",""Ja, im vollem Umfang"",""übersprungen"",""1"",""0"",""0"",""1"",""0"",""1"",""0"","""",""Effizienteres Arbeiten";" Code analysieren lassen, den man nicht selbst geschrieben hat, anstatt ihn selbst komplett durchzugehen (fremden Code zu verstehen nimmt dadurch signifikant weniger Zeit in Anspruch)"",""Verlust der eigenen Programmierfähigkeiten";" blindes Vertrauen sollte nicht gegeben sein, Kontrolle des erzeugten Codes ist unabdingbar""";;;;;;
"4,""12.06.2025 09:19:29"",""12.06.2025 09:22:48"",""Direkter Link"",""0"",""0"",""1"",""> 1 Jahr"",""Täglich"",""Sehr positiv"",""1"",""1"",""1"",""1"",""0"",""0"","""",""Stimme voll zu"",""Stimme voll zu"",""Weder noch / teils-teils"",""Weder noch / teils-teils"",""Stimme eher zu"",""Stimme eher zu"",""Weder noch / teils-teils"",""Stimme eher nicht zu"",""Stimme eher nicht zu"",""Stimme eher zu"",""Stimme eher zu"",""Stimme gar nicht zu"",""1"",""1"",""1"",""1"",""1"","""",""befriedigend"",""Häufig"",""Selten"",""Nein"",""übersprungen"",""Ja, im vollem Umfang"",""übersprungen"",""0"",""0"",""1"",""1"",""1"",""1"",""0"","""",""Vor allem sehr hilfreich beim erstellen von Texten"",""Kostenfaktor""";;;;;;;;
"5,""12.06.2025 09:18:09"",""12.06.2025 09:23:50"",""Direkter Link"",""0"",""0"",""1"",""> 1 Jahr"",""Täglich"",""Eher positiv"",""1"",""0"",""1"",""1"",""0"",""0"","""",""Stimme voll zu"",""Stimme eher zu"",""Weder noch / teils-teils"",""Stimme voll zu"",""Stimme eher nicht zu"",""Stimme voll zu"",""Weder noch / teils-teils"",""Stimme gar nicht zu"",""Stimme gar nicht zu"",""Stimme eher nicht zu"",""Stimme voll zu"",""Stimme eher nicht zu"",""0"",""0"",""1"",""1"",""0"","""",""befriedigend"",""Immer"",""Immer"",""Ja"",""Als DevOps Enginner verzichte ich auf KI Assistenten wenn eine Lösung entwickelt wird, die viele Komponenten und/oder viele Systemzustände umfasst."",""Ja, mit eingeschränkten Bedingungen"",""Auf keinen Fall KI Assistent als gold standard ansehen. Ein KI Assistent ist ein überproduktiver Junior Dev der eher handelt als """"denkt""""."",""1"",""0"",""1"",""0"",""1"",""0"",""0"","""",""Siehe Fragen am Anfang"",""Siehe Fragen am Anfang.""";;;;;;;;
"6,""12.06.2025 09:20:28"",""12.06.2025 09:24:32"",""Direkter Link"",""0"",""0"",""1"",""> 2 Jahr"",""Täglich"",""Sehr positiv"",""1"",""1"",""1"",""1"",""1"",""1"","""",""Stimme voll zu"",""Stimme voll zu"",""Stimme eher zu"",""Stimme voll zu"",""Stimme voll zu"",""Stimme voll zu"",""Stimme voll zu"",""Stimme voll zu"",""Stimme eher zu"",""Stimme voll zu"",""Stimme voll zu"",""Stimme voll zu"",""1"",""1"",""0"",""1"",""1"","""",""gut"",""Gelegentlich"",""Gelegentlich"",""Ja"",""Der Kunde verbietet den Einsatz von KI."",""Ja, im vollem Umfang"",""übersprungen"",""1"",""0"",""1"",""1"",""0"",""1"",""0"","""",""Die Arbeit ist insgesamt schneller, besser und motivierender."",""Es kommt vor, das der vorgeschlagene Code nicht funktioniert, oder der Text falsche Anweisungen enthält. Des Weiteren kennen die Sprachmodelle immer nur Wissen aus der """"Vergangenheit"""".""";;;;;;;;
"7,""12.06.2025 09:20:17"",""12.06.2025 09:24:38"",""Direkter Link"",""0"",""0"",""1"",""< 6 Monat"",""Gelegentlich"",""Eher positiv"",""1"",""0"",""0"",""0"",""0"",""0"","""",""Stimme eher zu"",""Weder noch / teils-teils"",""Stimme gar nicht zu"",""Stimme voll zu"",""Stimme eher nicht zu"",""Stimme eher zu"",""Stimme gar nicht zu"",""Stimme gar nicht zu"",""Stimme gar nicht zu"",""Stimme gar nicht zu"",""Stimme eher zu"",""Weder noch / teils-teils"",""1"",""0"",""0"",""0"",""0"","""",""ausreichend"",""Häufig"",""Häufig"",""Nein"",""übersprungen"",""Ja, mit eingeschränkten Bedingungen"",""Niemals ohne Nachkontrolle durch einen erfahrenen Entwickler. ";;;;;;;;
Bei sicherheitsrelevanten Themen besondere Vorsicht;;;;;;;;
",0"",""1"",""1"",""0"",""0"",""0"",""0"","""",""Schnellere Erstellung von boilerplate code. "",""Fehlerhaftigkeit";;;;;;;;
"
8"",""12.06.2025 09:18:35"",""12.06.2025 09:24:44"",""Direkter Link"",""0"",""0"",""1"",""> 2 Jahr"",""Täglich"",""Sehr positiv"",""1"",""1"",""1"",""1"",""0"",""0"","""",""Stimme voll zu"",""Stimme voll zu"",""Stimme voll zu"",""Weder noch / teils-teils"",""Stimme voll zu"",""Stimme voll zu"",""Stimme voll zu"",""Stimme voll zu"",""Stimme voll zu"",""Stimme voll zu"",""Stimme voll zu"",""Stimme voll zu"",""0"",""1"",""1"",""1"",""0"",""Research schlecht dokumentierter Technologien (oft bei neuen)"",""gut"",""Gelegentlich"",""Selten"",""Nein"",""übersprungen"",""Ja, im vollem Umfang"",""übersprungen"",""1"",""1"",""0"",""1"",""0"",""0"",""0"","""",""Hat meine Produktivität signifikant verbessert. Ich muss für Antworten auf Fragen seit gut einem Jahr nicht mehr nach Kollegen suchen, weil ich mit ChatGPT immer schneller bin. "",""Weniger Austausch mit Kollegen.""";;;;;;;;
"9,""12.06.2025 09:18:37"",""12.06.2025 09:24:53"",""Direkter Link"",""0"",""0"",""1"",""< 6 Monat"",""Täglich"",""Sehr positiv"",""1"",""1"",""1"",""1"",""1"",""0"","""",""Stimme voll zu"",""Stimme voll zu"",""Weder noch / teils-teils"",""Stimme voll zu"",""Stimme voll zu"",""Stimme voll zu"",""Stimme voll zu"",""Stimme voll zu"",""Stimme voll zu"",""Stimme voll zu"",""Stimme voll zu"",""Weder noch / teils-teils"",""1"",""1"",""1"",""1"",""1"","""",""ausreichend"",""Immer"",""Häufig"",""Nein"",""übersprungen"",""Ja, mit eingeschränkten Bedingungen"",""Nur für Seniors"",""1"",""1"",""1"",""1"",""0"",""0"",""0"","""",""Werkzeug zur Erhöhung meiner Produktivität. Übernimmt lästige Tätigkeiten."",""Braucht viel Erfahrung und Kompetenz um sinnvoll eingesetzt zu werden""";;;;;;;;
"10,""12.06.2025 09:19:34"",""12.06.2025 09:25:40"",""Direkter Link"",""0"",""0"",""1"",""> 2 Jahr"",""Mehrmals pro Woche"",""Eher positiv"",""0"",""0"",""1"",""0"",""0"",""1"",""Brainstroming, Fehlersuche, Recherche, Wissen Erlangen (Learning), Onlinesuche, Nachrichten vervassen (E-Mail, Chat, Jira), Übersetzungn. Evaluation und Erstellung von Fehlermeldungen."",""Stimme voll zu"",""Stimme eher zu"",""Weder noch / teils-teils"",""Stimme eher zu"",""Stimme eher zu"",""Stimme voll zu"",""Weder noch / teils-teils"",""Stimme eher zu"",""Stimme eher nicht zu"",""Stimme eher nicht zu"",""Weder noch / teils-teils"",""Stimme eher nicht zu"",""0"",""0"",""1"",""0"",""0"",""Brainstroming, Fehlersuche, Recherche, Wissen Erlangen (Learning), Onlinesuche, Nachrichten vervassen (E-Mail, Chat, Jira), Übersetzungn. Evaluation und Erstellung von Fehlermeldungen."",""ausreichend"",""Häufig"",""Gelegentlich"",""Ja"",""Ich erstelle wenig 100% code mit KI im Moment selbst. ";;;;;;;;
